,kernel,C,epsilon,gamma,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
198,linear,10,0.01,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7362748862319515,0.10901710809618013,0.7585255858736918,0.1106263540018389,0.7552973183051582
169,linear,1,0.01,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7358751805715505,0.10909969078318583,0.7577688883171005,0.11079955084861652,0.7545305044710725
111,poly,1,0.1,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7836530204020231,0.09874027474846926,0.7582868593460609,0.11068102422734985,0.7530747161513668
226,linear,100,0.01,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7359516546500435,0.10908389540593436,0.7567318863055397,0.11103646642593183,0.7528187262997307
168,linear,1,0.01,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7355076500301299,0.10917557068206546,0.7562148602700036,0.11115439859621318,0.752293383491505
156,linear,1,0.0001,scale,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7313527333613565,0.11002975000208966,0.7544922772726581,0.11154641517095931,0.7518735282302331
197,linear,10,0.01,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7353371177767611,0.10921076065269096,0.7557887835063717,0.11125149153423501,0.7518604529461524
214,linear,100,0.0001,scale,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7310722511165175,0.11008717351625473,0.7540983093685072,0.11163587893822953,0.7514753580017712
192,linear,10,0.001,scale,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7309113322795457,0.11012010513216061,0.7533617254527709,0.11180295324040733,0.7507309171909338
163,linear,1,0.001,scale,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7304147743260899,0.11022166238388886,0.7529099660024461,0.11190529934516265,0.7502743389731389
221,linear,100,0.001,scale,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7304504764253698,0.1102143636251787,0.7526660079200765,0.11196052914657856,0.750027778671224
185,linear,10,0.0001,scale,4,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7303591203222881,0.11023303904638945,0.7526481113401662,0.1119645796903292,0.7500096911944613
28,rbf,1,0.1,scale,4,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4']",0.813264932716001,0.09173432176205261,0.7521669599109517,0.1120734241087588,0.7495234074833352
225,linear,100,0.01,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7366835234688883,0.10893261534664841,0.7525916403199501,0.11197735984988998,0.7479361066700567
167,linear,1,0.01,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7369680829435707,0.10887373907089698,0.7525589800953272,0.11198475063701153,0.7479028318713146
224,linear,100,0.01,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7377620809759976,0.10870928969312195,0.7529614565140867,0.11189363889645447,0.7476344798351453
196,linear,10,0.01,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7365094440962168,0.10896861724921869,0.7520933375642096,0.11209006937889898,0.7474284272495576
184,linear,10,0.0001,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7331480725561088,0.10966147552041673,0.7507320374203259,0.112397401434588,0.7473995780275495
162,linear,1,0.001,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7329798092947628,0.10969604354824691,0.7503840940540929,0.11247581963967287,0.7470469830120353
213,linear,100,0.0001,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7328702315317852,0.10971854936341731,0.7503092689976835,0.11249267629573106,0.7469711576206471
195,linear,10,0.01,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7370632775362015,0.1088540358933171,0.7522689655699732,0.11205035757158392,0.7469270564717516
155,linear,1,0.0001,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7327518005226048,0.10974286832775672,0.7500370411948831,0.11255398271986797,0.7466952904087185
166,linear,1,0.01,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7373708485639071,0.10879035109485873,0.7519306756589635,0.11212683683448767,0.7465814718995881
220,linear,100,0.001,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7325626768060756,0.10978169236574352,0.7495167730911152,0.1126710556826127,0.7461680668490178
191,linear,10,0.001,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.7324969367752703,0.10979518451465507,0.749370277962263,0.11270399870315041,0.7460196132291381
154,linear,1,0.0001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7325264833981144,0.10978912072149208,0.7484950461605584,0.11290061575894136,0.7444493900666264
183,linear,10,0.0001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7324845583649703,0.10979772481102452,0.7483957518033365,0.11292290018644636,0.7443484984811382
182,linear,10,0.0001,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7354726949675952,0.10918278471457259,0.7485185139029769,0.1128953482993184,0.7437863354011511
190,linear,10,0.001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7321393919047346,0.10986853619085786,0.7477891459436592,0.11305894410414102,0.7437321348864526
212,linear,100,0.0001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7320113761084827,0.1098947872103184,0.7477603827379145,0.11306539078339235,0.7437029090017951
161,linear,1,0.001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7320333289261091,0.10989028599382104,0.7475095103954452,0.11312160306765695,0.7434480011792861
211,linear,100,0.0001,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.734958787013767,0.10928879017244314,0.7479908072653756,0.11301373555135086,0.7432486987999392
219,linear,100,0.001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7314038956408024,0.11001927224638214,0.746840515141951,0.11327136663542459,0.7427682446080415
153,linear,1,0.0001,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.734379307586674,0.10940819806845306,0.7470478586693479,0.11322497118710151,0.7422880065475346
218,linear,100,0.001,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7338244781612504,0.10952240457300373,0.7467850971422619,0.11328376381870563,0.742020300583111
189,linear,10,0.001,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7339176116805738,0.1095032422185562,0.7465169860703167,0.11334372197166766,0.7417471444103496
188,linear,10,0.001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7344139381453685,0.10940106573532644,0.7467349460927724,0.11329498159914374,0.741273705038169
160,linear,1,0.001,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7336543627427538,0.10955739741085899,0.7460466932185765,0.11344881785154215,0.7412680019619369
159,linear,1,0.001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7343357788504044,0.10941716236536446,0.7464242388264963,0.11336445581934954,0.7409562978847497
210,linear,100,0.0001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7343336211043104,0.10941760671194278,0.7462709138390042,0.11339872363940964,0.7407996666980663
217,linear,100,0.001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7341437123112682,0.10945670773323872,0.7459256473334848,0.1134758521058816,0.7404469550926973
181,linear,10,0.0001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7339627050332528,0.10949396299196659,0.7456891621004165,0.11352864988250894,0.7402053704475953
152,linear,1,0.0001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7338702468686743,0.10951298801516675,0.7452230953989121,0.11363263228360967,0.7397292537902633
94,rbf,100,0.1,scale,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.7507174619448712,0.10598998775744067,0.7344739529897948,0.11600497203820494,0.7330653267457088
165,linear,1,0.001,scale,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.6948867025946686,0.11725988956177995,0.7303889810923809,0.11689390244276403,0.7289586839098472
223,linear,100,0.001,scale,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.6947142713497292,0.11729301891577085,0.7298313615816021,0.11701472215673889,0.7283981062053773
194,linear,10,0.001,scale,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.6941614974758673,0.11739916078124892,0.7295113195112393,0.11708400952851858,0.7280763662990973
136,poly,10,0.1,scale,4,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_dis_cv_1']",0.668414900453985,0.12224086554061726,0.7303161910029281,0.11690968099556093,0.7274395637069593
61,rbf,10,0.1,scale,3,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4']",0.7868811304634155,0.09800085508000043,0.7290798958878981,0.11717734556363738,0.7269182993125356
158,linear,1,0.0001,scale,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.6935525175745638,0.11751598416172636,0.7278566230942886,0.11744159029302072,0.726412891651818
187,linear,10,0.0001,scale,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.6933646200139507,0.11755200596699007,0.7272702327136537,0.11756804856404517,0.7258233904468826
139,poly,100,0.0001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.688711635035552,0.11844053413818605,0.7300749014910113,0.11696196958684996,0.7257329428018586
216,linear,100,0.0001,scale,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.6929944093530314,0.11762294670167699,0.7269532689031925,0.11763634693154588,0.7255047451307957
36,rbf,10,0.0001,scale,4,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1']",0.8988259942926218,0.06752325749912601,0.7276078160066846,0.1174952635162364,0.7247022993774226
147,poly,100,0.01,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.6923917512185467,0.11773833820271834,0.7277774537110202,0.11745867155046691,0.7241381148568895
143,poly,100,0.001,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.6912591539092592,0.11795489221907499,0.7276168730164434,0.11749331014779058,0.7239753873615831
44,rbf,10,0.001,scale,4,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1']",0.8989521510665516,0.06748114602284157,0.7261276930805011,0.11781405355291151,0.7232063884733597
172,linear,1,0.01,scale,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.6914898581095483,0.11791081354444849,0.7245192167898773,0.11815951324696772,0.7230577802741738
58,rbf,10,0.1,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.8795169832699242,0.07368546519546226,0.7272018062794008,0.11758279623514045,0.7228136315814823
201,linear,10,0.01,scale,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.691289857423572,0.11794902691195355,0.7242654430886111,0.11821392516292752,0.7228026602933252
230,linear,100,0.01,scale,2,"['rdvi_skewness', 'tex_homo_kurtosis_4']",0.6911954045341681,0.11796706936155636,0.7240488786696035,0.11826033919510524,0.7225849469914583
104,poly,1,0.001,scale,5,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7094516287159944,0.11442690088315009,0.7245404639678825,0.11815495647790401,0.720857849849806
125,poly,10,0.001,scale,5,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7050335776962643,0.11529360088364173,0.7238109411294409,0.11831131291664146,0.7201185740322409
99,poly,1,0.0001,scale,5,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7075836910046752,0.11479413729981335,0.7232620630701856,0.11842881621782358,0.7195623580310169
120,poly,10,0.0001,scale,5,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7038619446450564,0.11552235220868283,0.7219348654410276,0.11871246081813888,0.7182174171180467
130,poly,10,0.01,scale,5,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7171457066969766,0.11290165303637786,0.7212846600774483,0.11885117365836072,0.7175585191693927
108,poly,1,0.01,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7397462096577418,0.10829725400716622,0.7204533905435127,0.11902827873542482,0.7159566622412635
109,poly,1,0.01,scale,5,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7188228605087883,0.1125664363450445,0.7196890117021721,0.11919090025347517,0.7159415385965862
52,rbf,10,0.01,scale,4,"['rdvi_skewness', 'tex_cont_q3_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1']",0.9012944022118516,0.06669446676609952,0.7177924079661169,0.1195934474660543,0.7147821936510887
32,rbf,10,0.0001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9540762063358554,0.0454922892272896,0.7193168209513499,0.11927000352918916,0.7132643534786027
116,poly,1,0.1,scale,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_dis_cv_1']",0.663857631052857,0.12307803143165544,0.7153944172558667,0.12010048083339496,0.7131236280318444
40,rbf,10,0.001,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9543552532631827,0.04535386614409713,0.7188498859410757,0.11936916906914324,0.7127873497888617
41,rbf,10,0.001,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9414369628429433,0.051372500964675036,0.7160511894812979,0.1199618254034352,0.7107080667027201
33,rbf,10,0.0001,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9410667439786145,0.05153462631059963,0.7145280530663851,0.12028314009491352,0.7091562691187095
98,poly,1,0.0001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7323580717674539,0.10982367901259542,0.7132491120110822,0.1205522788558421,0.7086364971908852
49,rbf,10,0.01,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9449328028359991,0.04981560386105208,0.7139773367622604,0.12039910590228609,0.7085951898733782
48,rbf,10,0.01,scale,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.955712214918908,0.04467462272180402,0.7144863511048491,0.12029192530088921,0.7083297225572448
135,poly,10,0.1,scale,5,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7135683685945391,0.11361335935914069,0.7108949736567713,0.12104611629898034,0.7070299331976373
103,poly,1,0.001,scale,6,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7332329185907862,0.10964404060595986,0.7110442055355686,0.12101487112958029,0.706396123050886
57,rbf,10,0.1,scale,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.8873278778638047,0.07125693700836644,0.7105309163118332,0.12112230636709935,0.7050839174252279
92,rbf,100,0.1,scale,4,"['rdvi_skewness', 'ref_q3_3', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.8484466289157069,0.08264217026087345,0.7069547744399989,0.12186819077312076,0.7038289587006923
